video_id,title,channel_name,published_at,publish_year,publish_month,days_since_publish,duration,views,likes,comments,views_per_day,is_viral,language_code,language_name,region_fetched,category_id,fetched_at
Snp5X_zjBZY,Funky Dirt - Sereppuwa ( සෙරෙප්පුව ) Official Music Video,Funky Dirt,2026-03-20,2026,3,16,PT3M16S,236730,8687.0,625.0,14795.62,0,en,English,LK,10,2026-04-05 12:42:16
VNs_cCtdbPc,BROWN MUNDE - AP DHILLON | GURINDER GILL | SHINDA KAHLON (Official Music Video),APDHILLON,2020-09-18,2020,9,2025,PT4M28S,767898220,7646553.0,179063.0,379209.0,1,en,English,search,10,2026-04-05 12:42:16
RGg-Qx1rL9U,"Thudarum - Kanmanipoove Video | Mohanlal | Jakes Bejoy | Shobana | M.G Sreekumar, Tharun Moorthy",Sony Music South,2025-05-09,2025,5,331,PT4M19S,34119583,108950.0,4370.0,103080.31,1,en-GB,en-GB,search,10,2026-04-05 12:42:16
48EFv1qCUqY,OMER DEEP - Medusa (Original Mix),OMER DEEP,2025-03-28,2025,3,372,PT6M17S,54864537,185689.0,6016.0,147485.31,1,en,English,search,10,2026-04-05 12:42:16
rUB3x2naOEs,Nishi Raite Baser Basi | নিশি রাইতে বাঁশের বাঁশি | Cover By Gulshana Parbin| Sumaiya Music,Sumaiya Music,2024-08-04,2024,8,609,PT6M6S,25457261,61637.0,1496.0,41801.74,0,bn,Bengali,search,10,2026-04-05 12:42:16
FvFQSgFJpOo,Doraemon,Shania Yan,2024-10-18,2024,10,533,PT43S,6227138,315075.0,4778.0,11683.19,0,en,English,search,10,2026-04-05 12:42:16
jqIWcQdxx08,Gone Kanje,Scotts Maphuma - Topic,2026-04-02,2026,4,2,PT6M22S,127762,7424.0,267.0,63881.0,0,en,English,ZA,10,2026-04-05 12:42:16
mHzswnsnUl4,Kapımın Önünde Bekliyor Fırtınalı Kara Kışlar,Anatolian Gipsy - Topic,2026-03-21,2026,3,14,PT2M15S,803228,3230.0,11.0,57373.43,0,tr,Turkish,TR,10,2026-04-05 12:42:16
V8D5P04kZ_M,"Diesel - Beer Song Music Video | Harish Kalyan, Athulyaa | Dhibu Ninan Thomas | Shanmugam Muthusamy",Think Music India,2023-02-10,2023,2,1150,PT3M38S,78999705,615771.0,10893.0,68695.4,0,en,English,search,10,2026-04-05 12:42:16
X3Ai6osw3Mk,Omah Lay - Understand (Official Music Video),Omah Lay,2021-07-29,2021,7,1710,PT3M7S,182394578,739950.0,14323.0,106663.5,1,en,English,search,10,2026-04-05 12:42:16
ReXw6TOnUOc,All Black Full Song | Sukhe | Raftaar |  New Video  2015 | T-Series,T-Series,2015-10-10,2015,10,3830,PT3M46S,434849758,2722973.0,52070.0,113537.8,1,en,English,search,10,2026-04-05 12:42:16
9N2LvG1dArA,"Señorita - Shawn Mendes [Lyrics] | Ed Sheeran, One Direction, Ali Gatie",The Sound Spot,2023-01-18,2023,1,1173,PT14M28S,54637480,245766.0,5496.0,46579.27,0,en,English,search,10,2026-04-05 12:42:16
KwHe52W3rjI,Alonzo - CZ (Clip Officiel),Alonzo,2026-03-30,2026,3,5,PT2M34S,124414,4907.0,233.0,24882.8,0,fr,French,FR,10,2026-04-05 12:42:16
vso1LpaQRbo,manifest - Daha İyi | Official Music Video,manifest,2026-04-02,2026,4,2,PT3M44S,3508602,141470.0,34212.0,1754301.0,1,tr,Turkish,DE,10,2026-04-05 12:42:16
ledf8KLikZw,Jatta Love You (Official Video) Gulab Sidhu | Jasmeen Akhtar | Pranjal Dahiya | New Punjabi Songs,Leaf Records,2025-10-20,2025,10,167,PT3M55S,39677261,338513.0,46301.0,237588.39,1,en,English,search,10,2026-04-05 12:42:16
a1f8EHiA1_U,Ektai Tumi | একটাই তুমি | Tahsan | Puja | Sharlina | Sajid Sarker | Bangla Song 2018,Dhruba Music Station,2018-01-04,2018,1,3013,PT5M29S,38010948,228940.0,8467.0,12615.65,0,bn,Bengali,search,10,2026-04-05 12:42:16
qbAXXEQ3020,Alisher Bayniyazov & Sevinch Ismoilova - Hayrana (Official Music Video),Sevinch Ismoilova,2024-01-27,2024,1,798,PT3M6S,161215844,274813.0,14546.0,202024.87,1,ru,Russian,search,10,2026-04-05 12:42:16
pBuZEGYXA6E,BTS (방탄소년단) 'IDOL' Official MV,HYBE LABELS,2018-08-24,2018,8,2781,PT3M52S,1381246157,21491269.0,3166509.0,496672.48,1,ko,Korean,search,10,2026-04-05 12:42:16
xA-lKG2kB44,Bondhu Mayar Jadu Jane | Salma Akter & Shahin Rana | বন্ধু মায়ার জাদু জানে | Hit Music Video 2024,TR2 Media,2024-09-29,2024,9,553,PT5M31S,49542662,118556.0,2887.0,89588.9,0,en-US,en-US,search,10,2026-04-05 12:42:16
syFZfO_wfMQ,One Direction - Night Changes,OneDirectionVEVO,2014-11-21,2014,11,4152,PT4M1S,1148647649,9351992.0,331366.0,276649.24,1,en,English,search,10,2026-04-05 12:42:16
SmM0653YvXU,Pitbull - Rain Over Me ft. Marc Anthony,PitbullVEVO,2011-07-22,2011,7,5371,PT3M54S,1445683266,5220436.0,193567.0,269164.64,1,en,English,search,10,2026-04-05 12:42:16
gTk_NuxBHuE,WINNER,Jeriq - Topic,2026-03-26,2026,3,10,PT2M32S,62764,1616.0,116.0,6276.4,0,en,English,NG,10,2026-04-05 12:42:16
glMT5p47tSE,สาวเพชรบุรี (Slow Blues Version),สถานีฮิตเวฟ Music - Topic,2026-03-23,2026,3,12,PT4M45S,427909,2102.0,98.0,35659.08,0,th,Thai,TH,10,2026-04-05 12:42:16
fx6gZ4PCvLo,كيف جاكم أداء حمزة أسمر في أول ظهور له أمام لجنة تحكيم النجم الشعبي؟,annajmchaabi,2026-03-29,2026,3,6,PT4M36S,89701,513.0,50.0,14950.17,0,ar,Arabic,MA,10,2026-04-05 12:42:16
XqrsFVOpHHk,Tera Yaar Rakane - Official Music Video | Shree Brar | Gurlez Akhtar | Punjabi Song,Shree Brar,2024-10-11,2024,10,541,PT2M35S,60215220,292842.0,6928.0,111303.55,1,en,English,search,10,2026-04-05 12:42:16
aHBW_Nd_z8k,Dennis e Kevin O Chris - TÁ OK (Clipe Oficial),DENNIS,2023-05-05,2023,5,1065,PT1M58S,187774171,1086566.0,12759.0,176313.78,1,pt-PT,pt-PT,search,10,2026-04-05 12:42:16
udih_s_PUFY,"Koi Aur Nahi (Official Music Video) | Akshay Khanna, Jahnvi Kapoor | Romantic Bollywood Song 2025",Ekram Pradhan,2025-12-19,2025,12,106,PT4M26S,9184115,24038.0,373.0,86642.59,0,en-IN,en-IN,search,10,2026-04-05 12:42:16
Hp5BabF7A1Y,VIJAY JORNANG - Kagad Par Lakhi Mara Prem Ni Kahani || HD Video Song || Pop Skope Music,POP SKOPE MUSIC,2019-08-02,2019,8,2438,PT6M27S,25050003,160796.0,3415.0,10274.82,0,hi,Hindi,search,10,2026-04-05 12:42:16
1OAjeECW90E,Dhanda Nyoliwala - Russian Bandana (Music Video) | Deepesh Goyal | VYRL Haryanvi,VYRL Haryanvi,2024-09-12,2024,9,570,PT3M23S,401648734,2919607.0,57734.0,704646.9,1,en,English,search,10,2026-04-05 12:42:16
17BJB1c2aEE,Top 5 phonk / Funk songs,TheonlyMajed,2024-10-10,2024,10,541,PT1M1S,24946242,990515.0,20707.0,46111.35,0,en,English,search,10,2026-04-05 12:42:16
Ci0WbaUH3no,She Move It Like - Official Video | Badshah | Warina Hussain | ONE Album,Sony Music India,2018-12-10,2018,12,2673,PT3M6S,645203493,3657580.0,68990.0,241378.04,1,en,English,search,10,2026-04-05 12:42:16
phuiiNCxRMg,aespa 에스파 'Supernova' MV,SMTOWN,2024-05-13,2024,5,692,PT3M14S,237717289,2281872.0,112137.0,343522.09,1,en,English,search,10,2026-04-05 12:42:16
NED7nev2ywQ,"Stray Kids ""Do It"" M/V",JYP Entertainment,2025-11-21,2025,11,135,PT3M1S,98029067,1875942.0,159251.0,726141.24,1,en,English,search,10,2026-04-05 12:42:16
ysC2f831O7o,DEXX - รักได้แล้ว (NEXT STATUS) Ost.ด้วงกับเธอ Duang With You Series | Official MV,DMD MUSIC,2026-04-01,2026,4,4,PT3M45S,417847,34569.0,1606.0,104461.75,1,th,Thai,TH,24,2026-04-05 12:42:16
FjoRGr742pw,Sheesha (Full Video) : Gulab Sidhu | Mahi Sharma | Punjab Flow | New Punjabi Songs 2024,Gem Tunes Punjabi,2024-04-16,2024,4,719,PT3M59S,59161541,211079.0,2502.0,82283.09,0,en,English,search,10,2026-04-05 12:42:16
Th2qSOGPXFo,Gasolina - Daddy yankee,Verse Vibe,2023-06-28,2023,6,1012,PT3M16S,22199438,137500.0,1779.0,21936.2,0,es,Spanish,search,10,2026-04-05 12:42:16
V3cN7MX2qnI,FA9LA,Flipperachi - Topic,2024-06-05,2024,6,669,PT1M46S,25469691,383418.0,6752.0,38071.29,0,en,English,search,10,2026-04-05 12:42:16
FJ55SHCzt88,Humdard Full Video Song | Ek Villain | Arijit Singh | Mithoon,T-Series,2014-07-11,2014,7,4285,PT4M19S,418445451,3531451.0,77304.0,97653.55,0,en,English,search,10,2026-04-05 12:42:16
ZIiQ1jMqhVM,Luan Santana - MORENA (Clipe Oficial),Luan Santana,2021-06-18,2021,6,1751,PT3M23S,231050345,1986843.0,54154.0,131953.37,1,pt-PT,pt-PT,search,10,2026-04-05 12:42:16
YkjOuYP8wjc,"Sajna - Darshan Raval, Dharal Surelia (Official Video)",DarshanRavalDZ,2025-01-31,2025,1,428,PT4M8S,43531003,380836.0,7365.0,101707.95,1,en,English,search,10,2026-04-05 12:42:16
Y5-Bu3L9q8I,Gora Rang | Sabba | Pranjal Dahiya | Jasmeen Akhtar | Latest Punjabi Songs 2024 | New Punjabi Songs,Speed Records,2024-11-07,2024,11,514,PT2M49S,46504496,174767.0,3038.0,90475.67,0,en,English,search,10,2026-04-05 12:42:16
LPeZOE8ZIHI,"Inkem Inkem Full Video Song | Vijay Devarakonda, Rashmika Mandanna | Geetha Govindam | Sid Sriram",Aditya Music PLAYBACK,2019-04-17,2019,4,2544,PT4M17S,141241587,580955.0,6841.0,55519.49,0,en,English,search,10,2026-04-05 12:42:16
dmLNrFtEP5Q,Pemin Badennai | පෙමින් බැඳෙන්නයි | Arrow Star Live Show 2026 ,Amila Muthugala,2026-03-07,2026,3,28,PT2M57S,415280,4890.0,434.0,14831.43,0,si,si,LK,24,2026-04-05 12:42:16
aq3rBOmR6Pw,Sukoon (Official Song) Rajvir Jawanda | Singhjeet | G Guri | New Punjabi Song 2023,Rajvir Jawanda,2023-11-20,2023,11,867,PT3M53S,68993638,437861.0,13634.0,79577.44,0,en,English,search,10,2026-04-05 12:42:16
Apj9ISyXr_s,"Full Video: Godari Gattu - Sankranthiki Vasthunam | Venkatesh,Aishwarya | Anil Ravipudi | Bheems C",T-Series Telugu,2025-02-09,2025,2,420,PT3M53S,244367984,537680.0,7279.0,581828.53,1,en,English,search,10,2026-04-05 12:42:16
yei71FyyRjQ,Jignesh Barot | Mena Rani Manma Vashi | મેના રાણી મનમાં વસી | HD Video | New Gujarati Song 2021,JIGNESH BAROT,2021-02-02,2021,2,1888,PT8M10S,26274019,250280.0,2845.0,13916.32,0,gu,Gujarati,search,10,2026-04-05 12:42:16
M8nhouDBIjY,Boro Boro (Arabic Slap House) MXEEN Remix _ Fast & Furious Race Scene,MXEEN,2024-09-24,2024,9,558,PT2M39S,46492442,128191.0,884.0,83319.79,0,en,English,search,10,2026-04-05 12:42:16
LV_MGbo_ezI,كليب أغنية محمود يقلب حوده ( ريس و ماليش ريس) - حوده | انتاج سلطان الشن 2026,سلطان الشن - Sultan Elshan,2026-03-30,2026,3,5,PT3M21S,210750,5532.0,254.0,42150.0,0,ar,Arabic,EG,10,2026-04-05 12:42:16
Q9dKU_RhJGQ,"Madana Mana Mohini Kannada Video Song  - Kantara Chapter 1 | Rishab Shetty, Rukmini | Hombale Films",Hombale Films,2025-10-19,2025,10,168,PT3M43S,27137116,136114.0,1910.0,161530.45,1,en-GB,en-GB,search,10,2026-04-05 12:42:16
nZvY6EaKfh8,"Ceeka RSA & Tyler ICU - Jealousy (Australia Tour, Lyric Video) ft. Leemckrazy & Khalil Harrison",Tyler ICU ,2023-12-17,2023,12,839,PT4M23S,28423520,157103.0,1661.0,33877.85,0,en,English,search,10,2026-04-05 12:42:16
0hWCXVXp7FI,Zwo's Prayer for the nation,ZWOTHE KEYS,2026-04-03,2026,4,2,PT5M3S,99583,796.0,29.0,49791.5,0,en,English,ZA,10,2026-04-05 12:42:16
-5q5mZbe3V8,BTS (방탄소년단) 'Life Goes On' Official MV,HYBE LABELS,2020-11-20,2020,11,1962,PT3M51S,591517936,18514065.0,5075181.0,301487.23,1,ko,Korean,search,10,2026-04-05 12:42:16
-cPEy3-t34k,精卫 (DJ Remix),一颗狼星_许篮心 - Topic,2026-03-13,2026,3,23,PT4M47S,477314,2882.0,0.0,20752.78,0,zh,Chinese,KH,10,2026-04-05 12:42:16
F0G7j1UdjME,Kocee x KS Bloom - Stranger [Clip Officiel],Kocee,2025-01-24,2025,1,435,PT3M4S,32756063,202888.0,9576.0,75301.29,0,fr,French,search,10,2026-04-05 12:42:16
5TUNZ6jIJck,"kidd Carder, Mavo - Big BumBum",Kidd Carder,2026-03-04,2026,3,31,PT2M40S,699688,6348.0,229.0,22570.58,0,en,English,NG,22,2026-04-05 12:42:16
XgJ1UGdvyqg,Talent 🙃 | The most viral comedy by bhikhari 🔥  #ytshorts #shorts ￼,up wala aryan,2025-07-01,2025,7,278,PT53S,87116227,942325.0,2720.0,313367.72,1,en,English,search,10,2026-04-05 12:42:16
1f18irP--O8,Tomake Chai (তোমাকে চাই ) | Gangster | Arijit Singh | Arindom | Yash | Mimi | Birsa Dasgupta | SVF,SVF,2016-09-11,2016,9,3493,PT4M34S,121970369,938014.0,20570.0,34918.51,0,bn,Bengali,search,10,2026-04-05 12:42:16
sTiW3sAtpw0,timelesz ｢GOOD TOGETHER｣ (YouTube Ver.),timelesz [タイムレス],2026-03-21,2026,3,15,PT2M52S,2937277,66638.0,11886.0,195818.47,1,ja,Japanese,JP,24,2026-04-05 12:42:16
Il4vvuBF5DI,SNAKE (Official Music Video) Cheema Y | Gur Sidhu | New Punjabi Song 2024,Brown Town Music,2024-10-18,2024,10,534,PT2M51S,138053158,720223.0,8988.0,258526.51,1,en,English,search,10,2026-04-05 12:42:16
suAR1PYFNYA,Dua Lipa - Houdini (Official Music Video),Dua Lipa,2023-11-09,2023,11,877,PT3M9S,246290468,1601250.0,53332.0,280832.92,1,en,English,search,10,2026-04-05 12:42:16
II2EO3Nw4m0,"Badtameez Dil Full Song HD Yeh Jawaani Hai Deewani | PRITAM | Ranbir Kapoor, Deepika Padukone",T-Series,2013-06-24,2013,6,4667,PT4M31S,519973727,2675310.0,33751.0,111414.98,1,en,English,search,10,2026-04-05 12:42:16
fg5v5mpnMgY,"Afrobeat Instrumental 2024 ""FEELING"" Emotional X Afro Pop X Afrobeat Type Beat",COS COS,2024-08-28,2024,8,584,PT3M8S,29548,345.0,19.0,50.6,0,en,English,search,10,2026-04-05 12:42:16
vYQbkgMdbmg,Aivaj Havali Kela Song Dj Remix | Tumha Baghun Tol Maza Gela Dj Song | Dj Dipak In The Mix,Dipak In The Mix,2022-11-01,2022,11,1251,PT3M28S,11114425,39020.0,309.0,8884.43,0,en,English,search,10,2026-04-05 12:42:16
g17lAl7y-Q0,Sun Ge Pagli Tora Bina | सुन गे पगली | Sannu Kumar | Sun Ke Pagali | Bhojpuri Gana | Sad Song,Sannu Kumar,2022-04-24,2022,4,1441,PT5M25S,137908633,391343.0,6648.0,95703.42,0,en,English,search,10,2026-04-05 12:42:16
fZoL9mRFSig,"Akassh, Kona - Ghore Ghore Aj Khushir Dhol Nemeche | Eid Esheche (Official Video)",AkasshVEVO,2026-03-20,2026,3,16,PT3M56S,2052061,14355.0,440.0,128253.81,1,bn,Bengali,BD,10,2026-04-05 12:42:16
UCmgGZbfjmk,ILLIT (아일릿) 'Lucky Girl Syndrome' Official MV,HYBE LABELS,2024-04-16,2024,4,718,PT2M26S,64228037,598719.0,24199.0,89454.09,0,ko,Korean,search,10,2026-04-05 12:42:16
G8PU1HjZZj4,LEHNGA : DILJIT DOSANJH | NEERU BAJWA | LATEST PUNJABI SONGS 2024 | NEW PUNJABI SONGS 2024,Speed Records,2024-06-20,2024,6,654,PT2M48S,352832560,943751.0,13405.0,539499.33,1,en,English,search,10,2026-04-05 12:42:16
L-arhlgPiy8,Shob Lokey Koy | Coke Studio Bangla | Season One | Kaniz Khandaker Mitu X Murshidabadi,Coke Studio Bangla,2022-06-21,2022,6,1383,PT6M51S,39727075,304280.0,9574.0,28725.29,0,en,English,search,10,2026-04-05 12:42:17
jfSSLVc6UP4,🇧🇩 Shake it to the max – Bengali ver. #bangladesh,Cha Dabin,2025-08-21,2025,8,227,PT15S,27109380,233198.0,14306.0,119424.58,1,en,English,search,10,2026-04-05 12:42:17
R8VurNM_I9A,Afropop Mixtape,Dj Spark Fire - Topic,2024-09-24,2024,9,557,PT2H22M41S,769989,10553.0,158.0,1382.39,0,en,English,search,10,2026-04-05 12:42:17
fclPhO1FsOY,Mundina Nildana - Innunu Bekagide (Video Song) I Vasuki Vaibhav I Radhika I Praveen I Ananya I Vinay,PRK Audio,2019-10-01,2019,10,2378,PT3M34S,24474766,156998.0,3437.0,10292.16,0,en-GB,en-GB,search,10,2026-04-05 12:42:17
k5uayenx6oU,VIRAL PHONK/FUNK SONGS 🎵 2025,FrostWalker,2025-08-29,2025,8,218,PT10M10S,20185534,189108.0,11706.0,92594.19,0,en,English,search,10,2026-04-05 12:42:17
XigGbzte8Wg,[BANGTAN BOMB] ‘MIC Drop’ & ‘달려라 방탄 (Run BTS)’ Stage CAM (BTS focus) @ BTS “Yet To Come” in BUSAN,BANGTANTV,2022-10-16,2022,10,1267,PT7M49S,40646194,1376975.0,28775.0,32080.66,0,ko,Korean,search,10,2026-04-05 12:42:17
tt2k8PGm-TI,ZAYN - Dusk Till Dawn (Official Video) ft. Sia,ZaynVEVO,2017-09-07,2017,9,3132,PT5M38S,2378144664,15989180.0,435752.0,759305.45,1,en,English,search,10,2026-04-05 12:42:17
PnpEOtzb668,Pa' Que Retozen,Tego Calderón - Topic,2015-02-21,2015,2,4060,PT2M32S,480968524,2263861.0,6688.0,118465.15,1,es,Spanish,search,10,2026-04-05 12:42:17
RCgjYlZ34jw,Naza (ft. SDM) - Tout donner (Clip Officiel),NAZA,2025-05-30,2025,5,309,PT2M26S,29480882,180421.0,2607.0,95407.39,0,fr,French,search,10,2026-04-05 12:42:17
z5UNdiSugjE,Usungikhombisile,Nkeshemba - Topic,2026-03-20,2026,3,16,PT4M28S,384974,9584.0,455.0,24060.88,0,en,English,ZA,10,2026-04-05 12:42:17
1eBfTNOWv8k,First Love (Official Music Video) Garry Sandhu Ft Manpreet Toor | Punjabi Song 2025,Fresh Media Records,2025-09-15,2025,9,202,PT2M47S,46072786,198267.0,4915.0,228083.1,1,en,English,search,10,2026-04-05 12:42:17
DNjhHdUIXp0,Grupo Firme - El Beneficio De La Duda (Letra),Marinosaurio,2026-03-28,2026,3,7,PT4M4S,1419905,2171.0,21.0,202843.57,1,en-US,en-US,MX,10,2026-04-05 12:42:17
l_RNS0CyfNE,what happens if Serbian dancing lady comes to India 💀 #trending #ghost #funny,shinshi._sama,2023-04-05,2023,4,1095,PT26S,32018726,1474235.0,31609.0,29240.85,0,en,English,search,10,2026-04-05 12:42:17
DUwlGduupRI,Filhaal2 Mohabbat | Akshay Kumar Ft Nupur Sanon | Ammy Virk | BPraak | Jaani | Arvindr Khaira,DM - Desi Melodies,2021-07-06,2021,7,1734,PT5M25S,748842468,6852682.0,343845.0,431858.4,1,en,English,search,10,2026-04-05 12:42:17
VMp55KH_3wo,Gente de Zona - La Gozadera (Official Video) ft. Marc Anthony,GenteDeZonaVEVO,2015-06-05,2015,6,3956,PT4M1S,1732005363,4494164.0,175082.0,437817.33,1,es,Spanish,search,10,2026-04-05 12:42:17
sUuLY8-LjKM,"Vibe Undi - Lyrical | Mirai | Teja Sajja, Ritika Nayak | Karthik Gattamneni |Gowra Hari|Armaan Malik",Tips Telugu,2025-07-26,2025,7,253,PT3M34S,158492298,577594.0,6947.0,626451.77,1,en,English,search,10,2026-04-05 12:42:17
YFzG-JABlnw,Rashisa,OFFICIAL HIGE DANDISM - Topic,2025-08-05,2025,8,243,PT5M3S,16443602,87987.0,2585.0,67669.14,0,en,English,search,10,2026-04-05 12:42:17
USic42wEDYY,Попурри әндер,Ali Studios - Topic,2026-03-27,2026,3,9,PT3M51S,79188,288.0,0.0,8798.67,0,kk,kk,KZ,10,2026-04-05 12:42:17
5kzM6m33DTo,BRAHMĀSTRA (Telugu) | Kumkumala Video | Ranbir | Alia | Pritam | Sid Sriram | Chandrabose,Sony Music South,2022-07-17,2022,7,1358,PT2M48S,79972259,531583.0,8237.0,58889.73,0,en-GB,en-GB,search,10,2026-04-05 12:42:17
_XBVWlI8TsQ,Kaifi Khalil - Kahani Suno 2.0 [Official Music Video],Kaifi Khalil,2022-06-01,2022,6,1403,PT2M54S,696959247,7127285.0,165174.0,496763.54,1,en,English,search,10,2026-04-05 12:42:17
VKuNHLgrQno,Powerful Hanuman Chalisa | HanuMan(Telugu) | Teja Sajja | Prasanth Varma | Saicharan | GowraHari,Tips Telugu,2024-04-09,2024,4,726,PT3M59S,49093369,,4189.0,67621.72,0,en,English,search,10,2026-04-05 12:42:17
dujsAxB_NMQ,K-pop Demon hunter - Golden (lyrics) #kpop #huntrix #kpopdemonhunters #golden #lyrics #shorts,songs_Lyrics ,2025-07-01,2025,7,278,PT32S,5510957,68066.0,856.0,19823.59,0,en,English,search,10,2026-04-05 12:42:17
gdGUeX1i0n0,Best Of Arijit Singh 2024 | Arijit Singh Hits Songs | Arijit Singh Jukebox Songs | Indian Songs,ABT Lofi Music,2024-06-13,2024,6,661,PT56M14S,22359104,175402.0,5225.0,33826.18,0,en-IN,en-IN,search,10,2026-04-05 12:42:17
5Qsf3U46EVg,Salastkbron - Ganas De Verte (Video Oficial),Salastkbron,2026-04-03,2026,4,2,PT2M33S,116567,7827.0,845.0,58283.5,0,es,Spanish,AR,10,2026-04-05 12:42:17
q_48vyHWls4,Ed Sheeran - Azizam (Pink Heart Video),Ed Sheeran,2025-04-04,2025,4,366,PT2M46S,61897310,474130.0,33897.0,169118.33,1,en,English,search,10,2026-04-05 12:42:17
VHaoWeOA1oE,Pasand Bangi: Gurnam Bhullar ft.Gurlez Akhtar | Desi Crew | Punjabi Song 2021 | Jass Records,Jass Records,2021-02-14,2021,2,1876,PT3M54S,120218046,729760.0,18234.0,64082.11,0,en,English,search,10,2026-04-05 12:42:17
UGRcqlCMQ00,Lil Rome Praba - Ahasa Gugura (අහස ගුගුරා) OFFICIAL VISUALIZER,Lil Rome Praba,2026-04-03,2026,4,1,PT3M36S,56588,10801.0,1400.0,56588.0,0,en,English,LK,10,2026-04-05 12:42:17
5L5eSTYX6wc,Soda Pop (Huntrix Version) | KPop Demon Hunters Animation |【Female Cover by MilkyyMelodies】,MilkyyMelodies,2025-12-27,2025,12,98,PT2M20S,36985275,82032.0,1356.0,377400.77,1,en,English,search,10,2026-04-05 12:42:17
TL50VFJ519Q,ROSÉ & Bruno Mars - APT in different languages #shorts #ytshorts #youtubeshorts #yt #rosé #fyp,𝐈𝐭'𝐬 𝐦𝐞 𝐍𝐚𝐣𝐚 ☆,2024-12-26,2024,12,465,PT1M,19946889,577735.0,7359.0,42896.54,0,en,English,search,10,2026-04-05 12:42:17
o4X1vqcUobw,THIZZY52 – MON FRÈRE (Official Video),THIZZY52,2026-03-26,2026,3,9,PT2M54S,178168,7163.0,201.0,19796.44,0,de,German,DE,10,2026-04-05 12:42:17
c18G_1VCBrg,Harbiden yes bbs,Sincesh M - Topic,2026-03-28,2026,3,8,PT2M3S,465696,2491.0,0.0,58212.0,0,en,English,TR,10,2026-04-05 12:42:17
XSGmNBxfWM8,เทียนไข ไฟฟ้า - กระต่าย พรรณนิภา  [ COVER LIVE SESSION ],กระต่าย พรรณนิภาOFFICIAL,2026-03-29,2026,3,7,PT4M14S,313831,2551.0,220.0,44833.0,0,th,Thai,TH,10,2026-04-05 12:42:17
or2BSSPMdmo,Gandhari | Keerthy Suresh | Pawan CH | Suddala Ashok Teja | Telugu Songs 2022 | Telugu Music Videos,Sony Music South,2022-02-21,2022,2,1504,PT4M14S,41698364,280578.0,3915.0,27724.98,0,en-GB,en-GB,search,10,2026-04-05 12:42:17
a18py61_F_w,Coke Studio Season 8| Tajdar-e-Haram| Atif Aslam,Coke Studio Pakistan,2015-08-15,2015,8,3885,PT10M28S,629086392,5108975.0,267393.0,161927.0,1,en,English,search,10,2026-04-05 12:42:17
SSrG8wHz83c,MUSliM - Ala Kol Hal | Official Lyric Video - 2026 | مسلم - على كل حال,MUSliM - مُسلِم ,2026-04-02,2026,4,2,PT4M32S,167776,7803.0,737.0,83888.0,0,ar,Arabic,EG,10,2026-04-05 12:42:17
q-mQwKD3qnU,Ki Kore Toke Bojhai | কি করে তোকে বোঝাই | Asif | Kornia | Bangla Song 2017,Dhruba Music Station,2017-08-24,2017,8,3145,PT4M32S,61079431,235431.0,11912.0,19421.12,0,bn,Bengali,search,10,2026-04-05 12:42:17
qMPqnA8kjT0,"Jawl Phoring 2.0 (জল ফড়িং 2.0) | Prem Tame | Anupam Roy | Soumya, Susmita, Sweta | Anindya | SVF",SVF,2021-01-23,2021,1,1898,PT3M8S,28536800,284388.0,3188.0,15035.19,0,bn,Bengali,search,10,2026-04-05 12:42:17
j1PFv7qIPXo,#Video | Power Star #Pawan Singh | सड़िया | Sadiya | #Shivani Singh | Bhojpuri Hit Song,Aadishakti Films,2024-08-11,2024,8,602,PT3M5S,390275497,1463499.0,55921.0,648298.17,1,bh,bh,search,10,2026-04-05 12:42:17
7WhlRT3svEM,Anlatamam,Toygar Işıklı - Topic,2016-10-13,2016,10,3460,PT2M13S,20475205,191390.0,1582.0,5917.69,0,en,English,search,10,2026-04-05 12:42:17
ajCURHj3dgU,حبيبي زعلان مني ليه ( يا حبيب القلب ياه )  مي مصطفي - توزيع حمدين - حصريا 2026,Haam Deen Official,2026-03-30,2026,3,5,PT4M34S,136960,4575.0,644.0,27392.0,0,ar,Arabic,EG,10,2026-04-05 12:42:17
wspMg70ShIk,Top 5 best FUNK songs of the month 🔥🏅,TheonlyMajed,2024-08-02,2024,8,610,PT58S,17523357,725138.0,12213.0,28726.81,0,en,English,search,10,2026-04-05 12:42:17
02qfJ5SsIJs,Mera birthday 💝 | The most viral lovely video by peoples 🔥 #ytshorts #shorts,up wala aryan,2025-03-23,2025,3,378,PT24S,42663241,803505.0,11112.0,112865.72,1,en,English,search,10,2026-04-05 12:42:17
Jq4X1OZsxFw,Try not to Sing Challenge,Arc North Daily,2022-03-08,2022,3,1488,PT1M,34340429,2077573.0,96345.0,23078.25,0,en,English,search,10,2026-04-05 12:42:17
SIxXaXF09oI,hóa ra... - GREY D | from ‘ÁNH SÁNG • MÀN ĐÊM’ album,ST.319 Entertainment,2026-03-26,2026,3,9,PT5M35S,1332243,26576.0,1031.0,148027.0,1,vi,Vietnamese,VN,10,2026-04-05 12:42:17
cahWIOCm5YM,Semicenk - Üzülmedim Ki (Prod. by Büken),Eva Records,2026-03-20,2026,3,15,PT2M34S,9026396,67034.0,5040.0,601759.73,1,tr,Turkish,TR,10,2026-04-05 12:42:17
